1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-933.333333366875,1866.66666673375,-933.333333366875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.666666683437,-933.333333366875,1633.33333336688,-933.333333366875,116.666666683437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-933.333333366875,1866.66666673375,-933.333333366874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,116.666666683437,-933.333333366874,1633.33333336687,-933.333333366875,116.666666683437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-933.333333366875,1866.66666673375,-933.333333366874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,116.666666683437,-933.333333366874,1633.33333336688,-933.333333366876,116.666666683437,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-933.333333366876,1866.66666673375,-933.333333366873,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,116.666666683437,-933.333333366873,1633.33333336687,-933.333333366875,116.666666683437,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-933.333333366875,1866.66666673375,-933.333333366873,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,116.666666683437,-933.333333366873,1633.33333336687,-933.333333366875,116.666666683437,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-933.333333366875,1866.66666673375,-933.333333366875,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,116.666666683437,-933.333333366875,1633.33333336688,-933.333333366876,116.666666683437,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-933.333333366876,1866.66666673375,-933.333333366872,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,116.666666683437,-933.333333366872,1633.33333336688,-933.333333366878,116.666666683437,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-933.333333366878,1866.66666673375,-933.333333366872,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.666666683437,-933.333333366872,1633.33333336687,-933.333333366875,116.666666683437,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-933.333333366875,1866.66666673375,-933.333333366872,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.666666683437,-933.333333366872,1633.33333336687,-933.333333366875,116.666666683437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-933.333333366875,1866.66666673375,-933.333333366875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.666666683437,-933.333333366875,816.666666683438
